,tweet_id,retweet_count,favorite_count
164,858860390427611136,7188,0
165,858843525470990336,3068,14330
166,858471635011153920,4325,19798
167,858107933456039936,2569,14463
168,857989990357356544,2296,14724
169,857746408056729600,9491,31296
170,857393404942143489,1459,5388
171,857263160327368704,4029,18493
172,857214891891077121,16,207
173,857062103051644929,149,0
174,857029823797047296,3543,17315
175,856543823941562368,2583,15075
176,856526610513747968,1677,10994
177,856288084350160898,15,493
178,856282028240666624,5657,25620
179,855862651834028034,22,309
180,855860136149123072,867,4487
181,855857698524602368,1890,10999
182,855851453814013952,16385,42581
183,855818117272018944,4887,24635
184,855459453768019968,7402,27512
185,855245323840757760,5355,0
186,855138241867124737,36,0
187,854732716440526848,5456,21031
188,854482394044301312,6119,27023
189,854365224396361728,4228,17467
190,854120357044912130,6716,29645
191,854010172552949760,2841,15080
192,853760880890318849,5194,26486
193,853639147608842240,9010,32038
194,853299958564483072,3220,14384
195,852936405516943360,1814,0
196,852912242202992640,1634,8373
197,852672615818899456,1961,13877
198,852553447878664193,3163,15132
199,852311364735569921,9018,30810
200,852226086759018497,6184,18621
201,852189679701164033,1444,10728
202,851861385021730816,19,0
203,851591660324737024,3176,15195
204,851464819735769094,6414,22635
205,851224888060895234,5249,19334
206,850753642995093505,8230,28603
207,850380195714523136,2376,12262
208,850333567704068097,304,3242
209,850145622816686080,3451,15257
210,850019790995546112,4452,19069
211,849776966551130114,6932,28367
212,849668094696017920,4523,0
213,849412302885593088,2880,14887
214,849336543269576704,1722,10739
215,849051919805034497,7754,39665
216,848690551926992896,3978,23656
217,848324959059550208,4225,23219
218,848213670039564288,661,7660
219,848212111729840128,2762,15276
220,847978865427394560,2985,0
221,847971574464610304,404,0
222,847962785489326080,4661,22102
223,847842811428974592,1208,5097
224,847617282490613760,380,6581
225,847606175596138505,3141,17625
226,847251039262605312,3984,19284
227,847157206088847362,5336,18679
228,847116187444137987,2923,20201
229,846874817362120707,3613,18920
230,846514051647705089,10576,41851
231,846505985330044928,2820,13294
232,846153765933735936,8320,29614
233,846139713627017216,9314,29258
234,846042936437604353,2632,15067
235,845812042753855489,7991,27502
236,845677943972139009,4440,23817
237,845397057150107648,1639,7217
238,845306882940190720,4956,21973
239,845098359547420673,7062,0
240,844979544864018432,2349,12884
241,844973813909606400,2911,14174
242,844580511645339650,2862,15533
243,844223788422217728,2015,12916
244,843981021012017153,2738,14369
245,843856843873095681,4244,20280
246,843604394117681152,2524,15985
247,843235543001513987,5515,20307
248,842846295480000512,3361,14458
249,842765311967449089,1186,6391
250,842535590457499648,3240,17181
251,842163532590374912,5355,23101
252,842115215311396866,2803,13237
253,841833993020538882,13815,0
254,841680585030541313,7269,24420
255,841439858740625411,3378,11946
256,841320156043304961,5112,18725
257,841314665196081154,4298,14996
258,841077006473256960,4955,21680
259,840761248237133825,1635,0
260,840728873075638272,14890,0
261,840698636975636481,2,168
262,840696689258311684,902,11653
263,840632337062862849,1635,8560
264,840370681858686976,4244,15591
265,840268004936019968,5313,18218
266,839990271299457024,2104,12745
267,839549326359670784,7188,26006
268,839290600511926273,135,0
269,839239871831150596,6035,25643
270,838952994649550848,3724,18688
271,838921590096166913,1891,10590
272,838916489579200512,31,0
273,838831947270979586,10225,0
274,838561493054533637,1242,10422
275,838476387338051585,4409,21306
276,838201503651401729,9359,0
277,838150277551247360,312,1583
278,838085839343206401,1,134
279,838083903487373313,2896,16747
280,837820167694528512,7272,32349
281,837482249356513284,413,3665
282,837471256429613056,2098,12182
283,837110210464448512,2205,15306
284,836989968035819520,2149,12150
285,836753516572119041,4324,18420
286,836677758902222849,2058,12042
287,836648853927522308,516,0
288,836397794269200385,25541,0
289,836380477523124226,2790,14122
290,836260088725786625,4041,20306
291,836001077879255040,3965,18182
292,835685285446955009,7576,0
293,835574547218894849,3368,16951
294,835536468978302976,1573,0
295,835309094223372289,19497,0
296,835297930240217089,2791,15707
297,835264098648616962,1573,7362
298,835246439529840640,64,2014
299,835172783151792128,5372,24961
300,835152434251116546,2815,21295
301,834931633769889797,1515,10272
302,834786237630337024,5181,20527
303,834574053763584002,2349,13005
304,834477809192075265,9936,0
305,834458053273591808,1568,9173
306,834209720923721728,4416,19560
307,834167344700198914,3428,15091
308,834089966724603904,2003,9593
309,834086379323871233,2064,12447
310,833863086058651648,2245,12835
311,833826103416520705,3539,17332
312,833732339549220864,210,0
313,833722901757046785,3040,19987
314,833479644947025920,1915,14232
315,833124694597443584,4523,19307
316,832998151111966721,2055,12632
317,832769181346996225,38,0
318,832757312314028032,3384,16106
319,832682457690300417,2714,11325
320,832645525019123713,494,2791
321,832636094638288896,2604,15141
322,832397543355072512,2070,11434
323,832369877331693569,2985,16385
324,832273440279240704,2186,10854
325,832215909146226688,5823,0
326,832215726631055365,8725,0
327,832088576586297345,2,61
328,832040443403784192,8973,0
329,832032802820481025,4371,17051
330,831939777352105988,5747,22852
331,831926988323639298,34,324
332,831911600680497154,6081,26263
333,831670449226514432,1712,9963
334,831650051525054464,1814,6802
335,831552930092285952,2194,8591
336,831322785565769729,1467,8903
337,831315979191906304,1049,6266
338,831309418084069378,2307,11288
339,831262627380748289,1922,11366
340,830956169170665475,1399,7636
341,830583320585068544,15680,63514
342,830173239259324417,5332,0
343,830097400375152640,2755,9312
344,829878982036299777,4680,0
345,829861396166877184,1812,11720
346,829501995190984704,9936,30354
347,829449946868879360,1891,10021
348,829141528400556032,6879,23254
349,829011960981237760,15374,51031
350,828801551087042563,3216,0
351,828770345708580865,5495,24475
352,828708714936930305,10515,34837
353,828650029636317184,1261,9113
354,828409743546925057,1096,6113
355,828408677031882754,1207,7370
356,828381636999917570,2091,12063
357,828376505180889089,1004,7089
358,828372645993398273,2766,12073
359,828361771580813312,167,2100
360,828046555563323392,2704,11230
361,828011680017821696,2028,9927
362,827933404142436356,4921,19161
363,827653905312006145,2838,14835
364,827600520311402496,876,7172
365,827324948884643840,2852,15189
366,827199976799354881,2091,10150
367,826958653328592898,4680,20639
368,826848821049180160,9506,34577
369,826615380357632002,3749,0
370,826598799820865537,233,4933
371,826598365270007810,2209,9589
372,826476773533745153,3964,17607
373,826240494070030336,2447,12724
374,826204788643753985,865,4677
375,826115272272650244,2925,14967
376,825876512159186944,1752,10063
377,825829644528148480,2364,12232
378,825535076884762624,16641,54785
379,825147591692263424,4257,17534
380,825120256414846976,1180,0
381,825026590719483904,1180,6003
382,824796380199809024,5183,0
383,824775126675836928,3320,14299
384,824663926340194305,1668,10079
385,824325613288833024,10058,11345
386,824297048279236611,3635,14432
387,824025158776213504,570,4650
388,823939628516474880,2575,10227
389,823719002937630720,10525,0
390,823699002998870016,2371,13422
391,823581115634085888,2477,12470
392,823333489516937216,21,671
393,823322678127919110,3783,15061
394,823269594223824897,9359,0
395,822975315408461824,3253,16629
396,822872901745569793,40616,125940
397,822859134160621569,2142,12663
398,822647212903690241,6035,0
399,822610361945911296,2777,14194
400,822489057087389700,6035,17377
401,822462944365645825,13394,26680
402,822244816520155136,9359,33573
403,822163064745328640,4465,0
404,821886076407029760,2173,10844
405,821813639212650496,3167,0
406,821765923262631936,1576,8041
407,821522889702862852,1650,7691
408,821421320206483457,5227,0
409,821407182352777218,4061,11250
410,821153421864615936,9,237
411,821149554670182400,1847,8240
412,821107785811234820,2001,9211
413,821044531881721856,2155,12152
414,820837357901512704,6341,0
415,820749716845686786,9359,30282
416,820690176645140481,3048,11756
417,820494788566847489,532,0
418,820446719150292993,2430,0
419,820314633777061888,532,3224
420,820078625395449857,5897,18948
421,820013781606658049,1099,0
422,819952236453363712,1099,5108
423,819924195358416896,4611,12423
424,819711362133872643,2922,12821
425,819588359383371776,1895,9298
426,819347104292290561,1132,6953
427,819238181065359361,387,2168
428,819227688460238848,6341,22109
429,819015337530290176,35096,0
430,819015331746349057,18056,0
431,819006400881917954,18056,43628
432,819004803107983360,35096,83819
433,818646164899774465,19778,0
434,818627210458333184,7167,21550
435,818614493328580609,2384,9457
436,818588835076603904,5775,0
437,818536468981415936,2311,10427
438,818307523543449600,7591,0
439,818259473185828864,2124,10570
440,818145370475810820,2412,11779
441,817908911860748288,753,4666
442,817827839487737858,25541,49361
443,817777686764523521,2551,10368
444,817536400337801217,2769,11289
445,817502432452313088,3202,0
446,817423860136083457,13815,32356
447,817415592588222464,902,5380
448,817181837579653120,8000,0
449,817171292965273600,1906,8426
450,817120970343411712,2458,11719
451,817056546584727552,1548,8265
452,816829038950027264,4456,0
453,816816676327063552,1917,9633
454,816697700272001025,2080,9405
455,816450570814898180,7591,29129
456,816336735214911488,1830,8281
457,816091915477250048,2012,8602
458,816062466425819140,958,0
459,816014286006976512,4956,0
460,815990720817401858,958,4752
461,815966073409433600,8000,21485
462,815745968457060357,3923,0
463,815736392542261248,2151,9457
464,815639385530101762,1569,7930
465,815390420867969024,3623,9962
466,814986499976527872,1202,7372
467,814638523311648768,2557,10864
468,814578408554463233,5541,0
469,814530161257443328,1754,8320
470,814153002265309185,8223,27682
471,813944609378369540,3011,0
472,813910438903693312,1763,8980
473,813812741911748608,13244,35095
474,813800681631023104,1671,8013
475,813217897535406080,6945,17936
476,813202720496779264,1733,8912
477,813187593374461952,4116,19143
478,813172488309972993,1836,8942
479,813157409116065792,2091,7480
480,813142292504645637,2279,8206
481,813130366689148928,425,4333
482,813127251579564032,2957,11388
483,813112105746448384,2602,9941
484,813096984823349248,3446,10191
485,813081950185472002,2643,9556
486,813066809284972545,1864,7665
487,813051746834595840,6981,20213
488,812781120811126785,1807,7258
489,812709060537683968,1372,6383
490,812503143955202048,1168,5844
491,812466873996607488,1827,7687
492,812372279581671427,3486,13140
493,811985624773361665,1331,7020
494,811744202451197953,1509,7276
495,811647686436880384,700,5392
496,811627233043480576,2910,12262
497,811386762094317568,6073,20140
498,810984652412424192,1357,5134
499,810896069567610880,1668,8676
500,810657578271330305,2510,10573
501,810284430598270976,10671,33872
502,810254108431155201,3216,14185
503,809920764300447744,3749,15017
504,809808892968534016,4662,0
505,809448704142938112,1394,6720
506,809220051211603969,5332,19184
507,809084759137812480,3363,12750
508,808838249661788160,2908,9783
509,808733504066486276,2060,7623
510,808501579447930884,2484,10934
511,808344865868283904,19778,40807
512,808134635716833280,5613,0
513,808106460588765185,2096,8527
514,808001312164028416,3362,12061
515,807621403335917568,3449,14075
516,807106840509214720,52566,113408
517,807059379405148160,6989,0
518,807010152071229440,3695,12691
519,806629075125202948,32908,71711
520,806620845233815552,5231,0
521,806576416489959424,1858,4726
522,806542213899489280,2253,9867
523,806242860592926720,11061,0
524,806219024703037440,1149,6233
525,805958939288408065,5100,0
526,805932879469572096,1833,8013
527,805826884734976000,1741,6350
528,805823200554876929,7606,0
529,805520635690676224,1580,5564
530,805487436403003392,2410,8488
531,805207613751304193,1644,7592
532,804738756058218496,3653,13192
533,804475857670639616,1923,5937
534,804413760345620481,3065,0
535,804026241225523202,15294,42744
536,803773340896923648,2613,9698
537,803692223237865472,7061,0
538,803638050916102144,3953,10549
539,803380650405482500,1792,7509
540,803321560782307329,5046,0
541,803276597545603072,2328,9687
542,802952499103731712,1907,8717
543,802624713319034886,2768,0
544,802600418706604034,1398,6873
545,802572683846291456,2405,8657
546,802323869084381190,5581,15600
547,802265048156610565,1317,6712
548,802239329049477120,2505,8786
549,802185808107208704,260,0
550,801958328846974976,1619,7484
551,801854953262350336,222,1748
552,801538201127157760,1986,7951
553,801285448605831168,784,5842
554,801167903437357056,5613,23547
555,801127390143516673,3771,0
556,801115127852503040,2007,7796
557,800859414831898624,91,656
558,800855607700029440,1532,0
559,800751577355128832,2669,10243
560,800513324630806528,2865,12715
561,800459316964663297,2086,9183
562,800443802682937345,4103,0
563,800388270626521089,2661,10765
564,800188575492947969,3767,0
565,800141422401830912,2430,14746
566,800018252395122689,12515,27295
567,799774291445383169,4441,0
568,799757965289017345,2042,8087
569,799422933579902976,1830,7804
570,799308762079035393,5179,0
571,799297110730567681,2612,9527
572,799063482566066176,2380,7814
573,798933969379225600,4233,12614
574,798925684722855936,1381,7276
575,798705661114773508,6328,0
576,798701998996647937,7378,0
577,798697898615730177,6195,0
578,798694562394996736,4731,0
579,798686750113755136,2213,0
580,798682547630837760,4509,0
581,798673117451325440,5307,0
582,798665375516884993,3733,0
583,798644042770751489,1767,0
584,798628517273620480,1888,0
585,798585098161549313,5381,0
586,798576900688019456,5589,0
587,798340744599797760,3193,0
588,798209839306514432,2458,10084
589,797971864723324932,2949,11161
590,797545162159308800,4679,14082
591,797236660651966464,6259,19232
592,797165961484890113,25,217
593,796904159865868288,8508,0
594,796865951799083009,1860,7433
595,796759840936919040,2889,11384
596,796563435802726400,6877,0
597,796484825502875648,1676,7302
598,796387464403357696,3962,10621
599,796177847564038144,13602,0
600,796149749086875649,13602,31035
601,796125600683540480,1712,4810
602,796116448414461957,2290,8783
603,796080075804475393,2199,8154
604,796031486298386433,3559,10438
605,795464331001561088,22342,47548
606,795400264262053889,2726,9671
607,795076730285391872,5183,15607
608,794983741416415232,3204,0
609,794926597468000259,2196,9862
610,794355576146903043,9817,0
611,794332329137291264,2574,9292
612,794205286408003585,3165,8915
613,793962221541933056,4662,16168
614,793845145112371200,1775,8915
615,793614319594401792,2988,0
616,793601777308463104,1542,7700
617,793500921481273345,2263,10295
618,793286476301799424,8725,23700
619,793271401113350145,2295,8405
620,793256262322548741,7944,19241
621,793241302385262592,3136,10137
622,793226087023144960,2760,9439
623,793210959003287553,2653,8605
624,793195938047070209,5359,14672
625,793180763617361921,1903,6672
626,793165685325201412,2664,9041
627,793150605191548928,1618,5943
628,793135492858580992,2398,6187
629,793120401413079041,3741,12211
630,792913359805018113,3772,13804
631,792883833364439040,4072,10896
632,792773781206999040,1608,7112
633,792394556390137856,4074,12930
634,792050063153438720,1697,6877
635,791821351946420224,20068,0
636,791784077045166082,9055,0
637,791780927877898241,3629,0
638,791774931465953280,21109,43353
639,791672322847637504,2988,11335
640,791406955684368384,3923,12678
641,791312159183634433,2411,8460
642,791026214425268224,3882,0
643,790987426131050500,2030,9461
644,790946055508652032,4456,16111
645,790723298204217344,2192,0
646,790698755171364864,1835,7935
647,790581949425475584,6763,19886
648,790337589677002753,1801,7568
649,790277117346975746,3011,12113
650,790227638568808452,3375,0
651,789986466051088384,2192,8956
652,789960241177853952,3904,0
653,789903600034189313,3935,9941
654,789628658055020548,1679,7211
655,789599242079838210,1828,6487
656,789530877013393408,3204,11284
657,789314372632018944,2175,8323
658,789280767834746880,4668,0
659,789268448748703744,2486,8801
660,789137962068021249,2651,9373
661,788908386943430656,11885,26458
662,788765914992902144,9817,26339
663,788552643979468800,6780,0
664,788412144018661376,5014,14942
665,788178268662984705,2005,7002
666,788150585577050112,1216,5892
667,788070120937619456,3261,0
668,788039637453406209,1250,5890
669,787810552592695296,2888,8278
670,787717603741622272,2632,9871
671,787397959788929025,2715,10499
672,787322443945877504,1649,7516
673,787111942498508800,6407,0
674,786963064373534720,7576,25669
675,786729988674449408,2307,0
676,786709082849828864,5823,17614
677,786664955043049472,2409,10201
678,786595970293370880,2983,9140
679,786363235746385920,3287,10448
680,786286427768250368,2687,7663
681,786233965241827333,4465,14658
682,786051337297522688,151,1372
683,786036967502913536,6608,0
684,785927819176054784,3042,10982
685,785872687017132033,1699,6445
686,785639753186217984,2131,7580
687,785533386513321988,1876,8731
688,785515384317313025,1190,5892
689,785264754247995392,1543,6991
690,785170936622350336,4575,11556
691,784826020293709826,3065,9719
692,784517518371221505,2394,8625
693,784431430411685888,1204,5515
694,784183165795655680,7606,19248
695,784057939640352768,10525,28573
696,783839966405230592,10225,28799
697,783821107061198850,1860,7089
698,783695101801398276,3044,10036
699,783466772167098368,2116,8115
700,783391753726550016,5179,16226
701,783347506784731136,5240,0
702,783334639985389568,11061,27939
703,783085703974514689,2056,7843
704,782969140009107456,6989,23186
705,782747134529531904,1337,7188
706,782722598790725632,5100,16559
707,782598640137187329,1785,7503
708,782305867769217024,5227,15953
709,782021823840026624,5838,0
710,781955203444699136,3185,10730
711,781661882474196992,2570,10028
712,781655249211752448,1072,3845
713,781524693396357120,5231,19922
714,781308096455073793,2420,6859
715,781251288990355457,1966,8056
716,781163403222056960,2617,9420
717,780931614150983680,6877,20777
718,780858289093574656,1900,6914
719,780800785462489090,1225,5265
720,780601303617732608,3167,11610
721,780543529827336192,1655,6038
722,780496263422808064,3477,0
723,780476555013349377,105,0
724,780459368902959104,1016,5074
725,780192070812196864,2120,8348
726,780092040432480260,2173,0
727,780074436359819264,4661,11598
728,779834332596887552,6608,18031
729,779377524342161408,2940,8396
730,779124354206535695,17244,0
731,779056095788752897,4282,14147
732,778990705243029504,6761,19046
733,778774459159379968,9309,0
734,778764940568104960,344,828
735,778748913645780993,1230,6573
736,778650543019483137,1411,5499
737,778624900596654080,957,4403
738,778408200802557953,4077,13059
739,778396591732486144,11510,0
740,778383385161035776,1032,5585
741,778286810187399168,3121,9918
742,778039087836069888,2503,8101
743,778027034220126208,1512,6294
744,777953400541634568,3321,0
745,777885040357281792,1539,6088
746,777684233540206592,2768,10778
747,777641927919427584,3981,0
748,777621514455814149,2368,8369
749,777189768882946048,4052,13555
750,776819012571455488,12840,0
751,776813020089548800,1136,4675
752,776477788987613185,2603,8398
753,776249906839351296,8603,0
754,776218204058357768,14942,28511
755,776201521193218049,2375,9155
756,776113305656188928,4103,11295
757,776088319444877312,142,1745
758,775898661951791106,15784,0
759,775842724423557120,2501,11220
760,775733305207554048,3771,13291
761,775729183532220416,4356,12437
762,775364825476165632,2772,7048
763,775350846108426240,3682,9720
764,775085132600442880,4441,14858
765,774757898236878852,1683,8260
766,774639387460112384,1637,6449
767,774314403806253056,5179,20861
768,773985732834758656,3636,10301
769,773922284943896577,1648,6138
770,773704687002451968,1524,6325
771,773670353721753600,1244,5127
772,773547596996571136,5775,21131
773,773336787167145985,4760,0
774,773308824254029826,7062,22337
775,773247561583001600,3060,9037
776,773191612633579521,3876,9552
777,772877495989305348,3642,8178
778,772826264096874500,2232,7682
779,772615324260794368,3174,0
780,772581559778025472,1606,6213
781,772193107915964416,1306,5744
782,772152991789019136,1066,3646
783,772117678702071809,695,3599
784,772114945936949249,447,2616
785,772102971039580160,882,3823
786,771908950375665664,1781,6278
787,771770456517009408,3193,11464
788,771500966810099713,2454,7898
789,771380798096281600,4760,10051
790,771171053431250945,6987,0
791,771136648247640064,2748,8743
792,771102124360998913,1354,5956
793,771014301343748096,1559,6585
794,770787852854652928,1126,4703
795,770772759874076672,1342,4954
796,770655142660169732,1684,7023
797,770414278348247044,1962,6044
798,770293558247038976,1373,5925
799,770093767776997377,2864,0
800,770069151037685760,2151,7243
801,769940425801170949,8973,29791
802,769695466921623552,1587,6138
803,769335591808995329,7250,0
804,769212283578875904,1623,5151
805,768970937022709760,6101,13613
806,768909767477751808,2495,0
807,768855141948723200,838,3992
808,768609597686943744,1121,3914
809,768596291618299904,1209,4809
810,768554158521745409,5468,0
811,768473857036525572,3213,12976
812,768193404517830656,3321,10362
813,767884188863397888,1280,4529
814,767754930266464257,5046,15234
815,767500508068192258,2183,7154
816,767191397493538821,3533,11726
817,767122157629476866,2690,9694
818,766793450729734144,1275,4822
819,766714921925144576,356,2490
820,766693177336135680,745,3838
821,766423258543644672,1473,5718
822,766313316352462849,1766,6449
823,766078092750233600,2461,0
824,766069199026450432,793,4010
825,766008592277377025,468,3595
826,765719909049503744,2028,6910
827,765669560888528897,1154,4938
828,765395769549590528,3177,25513
829,765371061932261376,2045,6775
830,765222098633691136,3174,11079
831,764857477905154048,1667,6164
832,764259802650378240,1417,5733
833,763956972077010945,50,739
834,763837565564780549,3882,11954
835,763183847194451968,1391,5124
836,763167063695355904,2813,0
837,763103485927849985,2159,7027
838,762699858130116608,3375,11546
839,762471784394268675,6007,10672
840,762464539388485633,3904,9797
841,762316489655476224,1039,4561
842,762035686371364864,14542,30243
843,761976711479193600,1861,5140
844,761750502866649088,3645,0
845,761745352076779520,811,4082
846,761672994376806400,27221,46989
847,761599872357261312,1113,3937
848,761371037149827077,16950,0
849,761334018830917632,1361,4921
850,761292947749015552,1022,4272
851,761227390836215808,1475,5084
852,761004547850530816,3261,10807
853,760893934457552897,906,3625
854,760656994973933572,1777,6265
855,760641137271070720,1204,4754
856,760539183865880579,3388,7191
857,760521673607086080,1302,3984
858,760290219849637889,10747,25492
859,760252756032651264,811,3763
860,760190180481531904,1676,5435
861,760153949710192640,30,0
862,759943073749200896,1953,5642
863,759846353224826880,1837,6387
864,759793422261743616,1784,5672
865,759557299618865152,1123,4458
866,759447681597108224,2307,8070
867,759446261539934208,458,1589
868,759197388317847553,1823,5789
869,759159934323924993,1090,0
